"pdate","pdate 2","marka","cheader","cheader 2","comments"
"Sep 01","2018","CR-V EX 1.5L Turbo","Unwanted Acceleration When Braking","18,000 miles","This is our 5th Honda, second CRV. We live in Northern New Hampshire and it gets cold here. The heat has never work correctly. At times no heat even coming out vents. It seems everyone with this vehicle, is having the same problem. It Honda doesn't.correct this problem, I'll never purchase another one. $27,000 and can't even get heat."
"Feb 21","2019","CR-V EX 1.5L","Unwanted Acceleration When Braking","23,000 miles","The heat doesn't work properly. When driving in temps 20 degrees or less (a daily occurrence in WI) the only way the vehicle temp gauge seems to rise is freeway speed driving for 10+ minutes. Upon stopping at a light the temp gauge routinely drops before my eyes. The air temp coming from the vents never seems to get ""hot"". Using the remote start to ""warm up the vehicle"" the car never comes off the ""C"" on the temp gauge. Once the vehicle comes to temp after freeway driving it doesn't hold temp. Once off the freeway the temp gauge starts dropping."
"Dec 05","2018","CR-V EX 1.5L","Unwanted Acceleration When Braking","18,020 miles","I have a 2017 Honda CRV EX and had the recall fix for the oil dilution issue. The climate control module was replaced as part of the recall. However, the car still will not warm up at a normal rate and the temp drops like a stone in idle. The recall fix did not solve the engine heat problem!!! I assume the oil dilution issue may continue as well as it is related to engine temps not being hot enough on short trips."
"Dec 01","2017","CR-V","Unwanted Acceleration When Braking","5,000 miles","Little to no heat in car in winter. Wrote to Honda, who provided me with non-sense suggestions to resolve this such as plug-in heater and drive low gear, etc.... I don't understand that Honda is not addressing this. I just became aware that the main consumer organization in Quebec, Protegez-vous, is no longer recommending this vehicle to consumers because of this issue.... Sad, I have owned Honda vehicles for over 40 years."
"Dec 01","2018","CR-V EX-L 1.5L Turbo","Unwanted Acceleration When Braking","34,000 miles","Car does not warm up properly in cold weather - does not warm up at idle and can take a long time to warm up when driving. Honda does not acknowledge that there is a problem."
"Jan 06","2018","CR-V EX 1.5L L4","Unwanted Acceleration When Braking","700 miles","The technician and advisors said nothing is wrong with the heat, even though it's blowing cold air, which I made them feel with their own hand. Then they ran the engine for 1 hour inside the shop said nothing is wrong. Some jackass advisor told me all cars have low heat when it's cold outside. So I left with nothing being solved."
"Jan 03","2018","CR-V LX 1.5L Turbo","Unwanted Acceleration When Braking","12,427 miles","It is very hard for the 1.5L Turbo engine to reach it's normal temperature. During the winter, if you don't drive the temperature never raise and the cabin temperature stay cold. If there is ice on the windshield you have to remove it with a scraper. Even after 20 minutes at idle there is not heat. If the temperature of the engine raise a little pray not to stop on a red light for a long period because the temperature of the engine start to drop. When you have to drive on heavy traffic this become a nightmare."
"Dec 12","2017","CR-V LX 2.4L","Unwanted Acceleration When Braking","100 miles","Was going about 40 MPH and applied the brake at a red light and engine maintained its speed did not shift down to idle. I shifted to neutral, per Honda's instruction, and turned the car off. At green light started car again and was ok."
"Jun 01","2016","Corolla CE 1.8L","Engine Uses Excessive Oil","85,600 miles","Engine burnt oil rather quickly. I have to put in at least 3 Qt. of 5W-30 every week (~ 300 Miles - freeway driving)."
"Sep 20","2019","Corolla LE 1.8L","Engine Uses Excessive Oil","188,000 miles","I'd actually take burning 1 qt for every 1,000 miles. Why, do you ask? I have an 02 Corolla that has several mechanical issues that are a pain in the ass. It is currently burning 1 qt for every 150 miles, maybe even 1.5 on a lucky day. I've been told to replace the engine (not only for this reason), but it is also too far gone to be attempting to repair. One of the previous owners kind of neglected the car, let it leak out too much oil and caused some major damage to the engine. I only bought the car for $600, so no, I will not go and cry to Toyota about this since people can't seem to take care of their vehicles."
"Apr 12","2018","Corolla 1.8L","Engine Uses Excessive Oil","148,541 miles","Oil is over 5 dollars a quart. It uses about 2 quarts per thousand miles. 0w/40 wouldn't slow it down. I paid $1800.00 for the car and have had it about a year now. I understand that there are plenty of them still running and using oil. Has there been a recall on these cars? There sure should of been Toyota. It doesn't even smoke."
"Nov 17","2016","Corolla S 1.8L 4 cyl","Engine Uses Excessive Oil","156,000 miles","Bought the car and not even a month later it started to have issues. Every time I came to a stop I was afraid I was gonna get stranded. Ended up replacing the cat, exhaust manifold, both O2 sensors, MAF sensor, Valve cover gasket, Resinator. Just to fix this issue. Car is known for consuming oil. never did it until about 2000 miles ago. I check it once a week and it barely goes down but shouldn't be moving at all."
"May 26","2017","Corolla CE 1.8L L4","Engine Uses Excessive Oil","208,773 miles","Only bought the car for $1100 with nearly 209,000 miles on it. Discovered after buying that it blew blue smoke from the exhaust, hooray it burns oil. For me personally it consumes about 1 quart every 1000 miles with 5W30 grade oil. Also found out the guy I bought it from erased the check engine code before I got it, P0420, meaning that the catalytic converter was bad!"
"Aug 10","2016","Corolla CE 1.8L Inline 4","Engine Uses Excessive Oil","113,000 miles","I started noticing the problem when I checked the engine oil dipstick and it was extremely low. Very unusual since I've personally changed the oil a few weeks back. I didn't think much of it, checked for leaks and checked the exhaust and there were no signs of any oil seeping out. I refilled the oil and drove the car for a few more weeks, then checked the oil level and had the same exact problem, the oil level was halfway down."
