pdate,pdate 2,marka,cheader,cheader 2,comments,comments_stemmed
Jul 10,2016,Grand Caravan Crew 3.6L,"TIPM Faulty, Will Not Start, Hard To Start","99,500 miles","The TIPM No Start issue occurred on our 2011 Dodge Grand Caravan the day after we got back from a road trip (thank the Lord). I researched the problem and found the temporary by-pass solution pretty quick and performed it to get the van to the Dealer. I went ahead and had them fix the problem at the Dealer. The mechanic knew exactly what the issue was and performed the ""outboard relay"" option to fix the issue. I wrote a letter to Dodge Customer Service explaining the issue and referencing the two other recalls on the Grand Cherokee and Durango. I provided my receipt and requested full re-imbursement. The response from Dodge Customer Service was basically â€œsorry for your problem however youâ€™re out of warranty and there is no recall on this issue for your specific vehicleâ€. My next steps are to submit a follow-up letter and CC the Better Business Bureau.","['tipm', 'start', 'issu', 'occur', '2011', 'dodg', 'grand', 'caravan', 'day', 'got', 'back', 'road', 'trip', 'thank', 'lord', 'research', 'problem', 'found', 'temporari', 'bypass', 'solut', 'pretti', 'quick', 'perform', 'get', 'van', 'dealer', 'went', 'ahead', 'fix', 'problem', 'dealer', 'mechan', 'knew', 'exactli', 'issu', 'perform', 'outboard', 'relay', 'option', 'fix', 'issu', 'wrote', 'letter', 'dodg', 'custom', 'servic', 'explain', 'issu', 'referenc', 'two', 'recal', 'grand', 'cheroke', 'durango', 'provid', 'receipt', 'request', 'full', 'reimburs', 'respons', 'dodg', 'custom', 'servic', 'basic', 'âœsorri', 'problem', 'howev', 'youâr', 'warranti', 'recal', 'issu', 'specif', 'vehicleâ', 'next', 'step', 'submit', 'followup', 'letter', 'cc', 'better', 'busi', 'bureau']"
Oct 14,2016,Grand Caravan 3.2L,"TIPM Faulty, Will Not Start, Hard To Start","80,512 miles","if dodge is aware of its failure re the tipm part, then add me to any lawsuit!!","['dodg', 'awar', 'failur', 'tipm', 'part', 'add', 'lawsuit']"
Jun 01,2016,Grand Caravan,"TIPM Faulty, Will Not Start, Hard To Start","80,000 miles","Out of no where, I had start up problems. It made a click sound, like it was dead. It had battery life to windows, radio, door locks, wipers, etc. it would just click. I researched and saw people had a trick to get it turned on. Turn it to the 1st position three times allowing the lights on the dash to come on, the fourth time turn on the car. It worked for months. One day it no longer worked.","['start', 'problem', 'made', 'click', 'sound', 'like', 'dead', 'batteri', 'life', 'window', 'radio', 'door', 'lock', 'wiper', 'etc', 'would', 'click', 'research', 'saw', 'peopl', 'trick', 'get', 'turn', 'turn', '1st', 'posit', 'three', 'time', 'allow', 'light', 'dash', 'come', 'fourth', 'time', 'turn', 'car', 'work', 'month', 'one', 'day', 'longer', 'work']"
Aug 23,2024,Town & Country Limited 3.2L V6,TIPM Failure. Would Not Start,"180,000 miles","Replaced the alternator only to have the battery be drained and that was a new battery. The battery was charged and then drove the car down to our church but a lightening bolt remained on the dash and the lights were going haywire. Cm out of the church later and the car would not start. Called my son to jump start my car for me so he. The car ran for 5 min. and quit. Would not start again even after jump starting. Next day had to flat bed to mechanic. Mechanic said was alternator. Update from Sep 25, 2024 My dad looked online and saw a way that we could reset the TIPM. We tried that and the vehicle worked. We used the vehicle for 5 days with out any problems. Now yesterday the vehicle would not start again. On Sunday my husband used the lift gate and also we took our granddaughter to church and she was buckled in the back seat. I am unsure if one of those caused the battery to draw done again. The vehicle worked Monday morning. I drove it for 10 minutes that day; then it set for the rest of the day. I know that it takes awhile for the battery to drain so I believe that is why it did not start yesterday. My son said I should undo the negative cable every night and re-connect in the morning. I do not believe I should have to do that, I have filed several complaints with Chrysler to no avail. Then I see that there was a lawsuit filed against them on this issue. Why were not all the people notified, This is the second Town and Country I have owned. The first one I had I never had a problem with that is why i bought another one. I do not believe I will purchase another one not after all the headaches with this one. These past few months alone I have spent over 2500.00 on this vehicle. If the interest was not so high I would have found a different vehicle by now. One that I could afford payments on.","['replac', 'altern', 'batteri', 'drain', 'new', 'batteri', 'batteri', 'charg', 'drove', 'car', 'church', 'lighten', 'bolt', 'remain', 'dash', 'light', 'go', 'haywir', 'cm', 'church', 'later', 'car', 'would', 'start', 'call', 'son', 'jump', 'start', 'car', 'car', 'ran', '5', 'min', 'quit', 'would', 'start', 'even', 'jump', 'start', 'next', 'day', 'flat', 'bed', 'mechan', 'mechan', 'said', 'altern', 'updat', 'sep', '25', '2024', 'dad', 'look', 'onlin', 'saw', 'way', 'could', 'reset', 'tipm', 'tri', 'vehicl', 'work', 'use', 'vehicl', '5', 'day', 'problem', 'yesterday', 'vehicl', 'would', 'start', 'sunday', 'husband', 'use', 'lift', 'gate', 'also', 'took', 'granddaught', 'church', 'buckl', 'back', 'seat', 'unsur', 'one', 'caus', 'batteri', 'draw', 'done', 'vehicl', 'work', 'monday', 'morn', 'drove', '10', 'minut', 'day', 'set', 'rest', 'day', 'know', 'take', 'awhil', 'batteri', 'drain', 'believ', 'start', 'yesterday', 'son', 'said', 'undo', 'neg', 'cabl', 'everi', 'night', 'reconnect', 'morn', 'believ', 'file', 'sever', 'complaint', 'chrysler', 'avail', 'see', 'lawsuit', 'file', 'issu', 'peopl', 'notifi', 'second', 'town', 'countri', 'own', 'first', 'one', 'never', 'problem', 'bought', 'anoth', 'one', 'believ', 'purchas', 'anoth', 'one', 'headach', 'one', 'past', 'month', 'alon', 'spent', '250000', 'vehicl', 'interest', 'high', 'would', 'found', 'differ', 'vehicl', 'one', 'could', 'afford', 'payment']"
Feb 03,2024,Town & Country Touring 3.2L,TIPM Failure. Would Not Start,"157,000 miles","I have had issues with the van not wanting to start and the fuel pump continuing to run even though the van would be turned off and the key removed from the vehicle. I would try to start it again and the battery would be dead. Now my van will not start or move or jump, nothing has worked. We already did the bypass at some point in time, probably years ago before we knew it was the TIPM. I have contacted Chrysler and they pretty much told me to kick rocks. The recall is for every vehicle made during that time spend except the town and country. Now I am stuck with this van no extra car, no way to get to work and Chrysler could careless that they sold a vehicle that was not going to last. Chrysler told me my car was to old, but upon doing some research... most of the time the company denies service recalls if the car is 15 yrs or older, well mines not there yet and the company doesn't care.","['issu', 'van', 'want', 'start', 'fuel', 'pump', 'continu', 'run', 'even', 'though', 'van', 'would', 'turn', 'key', 'remov', 'vehicl', 'would', 'tri', 'start', 'batteri', 'would', 'dead', 'van', 'start', 'move', 'jump', 'noth', 'work', 'alreadi', 'bypass', 'point', 'time', 'probabl', 'year', 'ago', 'knew', 'tipm', 'contact', 'chrysler', 'pretti', 'much', 'told', 'kick', 'rock', 'recal', 'everi', 'vehicl', 'made', 'time', 'spend', 'except', 'town', 'countri', 'stuck', 'van', 'extra', 'car', 'way', 'get', 'work', 'chrysler', 'could', 'careless', 'sold', 'vehicl', 'go', 'last', 'chrysler', 'told', 'car', 'old', 'upon', 'research', 'time', 'compani', 'deni', 'servic', 'recal', 'car', '15', 'yr', 'older', 'well', 'mine', 'yet', 'compani', 'doesnt', 'care']"
Jan 01,2023,Town & Country,TIPM Failure. Would Not Start,"150,000 miles","Car won't start. Turn the key and there is a 1/2 second starter engagement and then nothing. It will not start. Battery is strong, new and oversized due to chat room advice. The car still intermittently will not start. TIPM relays are faulty. Dealer and repair shops want $800 to $1200 to replace and reprogram the TIPM.","['car', 'wont', 'start', 'turn', 'key', '12', 'second', 'starter', 'engag', 'noth', 'start', 'batteri', 'strong', 'new', 'overs', 'due', 'chat', 'room', 'advic', 'car', 'still', 'intermitt', 'start', 'tipm', 'relay', 'faulti', 'dealer', 'repair', 'shop', 'want', '800', '1200', 'replac', 'reprogram', 'tipm']"
Mar 15,2019,Town & Country LX 3.6L,TIPM Failure. Would Not Start,"113,000 miles","The whole fuse box is garbage - 4 years ago I have to paid 500 dollars to bypass the fuel pump relay. Now the dash illuminates like a Christmas tree, the windows will roll down on it, and the door will open on it. You can be in the road and shows battery is dying and the wipers will go on as wells as the dash light the radio will go off. You can stop at the mall and lock the car when you came out is wide open with the Windows down. It's a mess. Is been like that for a while - first was the fuel pump. A recall was open for the same part on a Jeep on the same year but no for Chrysler. And it's been getting worse little by little.","['whole', 'fuse', 'box', 'garbag', '4', 'year', 'ago', 'paid', '500', 'dollar', 'bypass', 'fuel', 'pump', 'relay', 'dash', 'illumin', 'like', 'christma', 'tree', 'window', 'roll', 'door', 'open', 'road', 'show', 'batteri', 'die', 'wiper', 'go', 'well', 'dash', 'light', 'radio', 'go', 'stop', 'mall', 'lock', 'car', 'came', 'wide', 'open', 'window', 'mess', 'like', 'first', 'fuel', 'pump', 'recal', 'open', 'part', 'jeep', 'year', 'chrysler', 'get', 'wors', 'littl', 'littl']"
Dec 18,2019,Town & Country Touring 3.6L V6 Pentastar,TIPM Failure. Would Not Start,"114,000 miles","Wife parked the car in the garage and noticed an electrical whirring sound coming from the rear of the car after it was turned off. It was dead in the morning. I was able to jump start it and drive it around but even with a restored battery it would not start without a jumper cables AND help from some starter fluid. Mechanic diagnosed the bad TIPM and replaced it. Part cost was over $1200 from dealership plus diagnostics and probably one hour of installation time, for a total of almost $1,500.","['wife', 'park', 'car', 'garag', 'notic', 'electr', 'whir', 'sound', 'come', 'rear', 'car', 'turn', 'dead', 'morn', 'abl', 'jump', 'start', 'drive', 'around', 'even', 'restor', 'batteri', 'would', 'start', 'without', 'jumper', 'cabl', 'help', 'starter', 'fluid', 'mechan', 'diagnos', 'bad', 'tipm', 'replac', 'part', 'cost', '1200', 'dealership', 'plu', 'diagnost', 'probabl', 'one', 'hour', 'instal', 'time', 'total', 'almost', '1500']"
Sep 21,2020,Town & Country,TIPM Failure. Would Not Start,"116,620 miles","My TIPM had to be replaced at Suburban Chrysler Dodge Jeep Ram of Garden City, Michigan. First I brought my 2011 Town and Country to my normal place we take our cars. They replaced a cam sensor for $180, which wasnâ€™t the problem so they told us to take it to the dealership. My van would turn over and turn over but wouldnâ€™t start. Iâ€™ve heard of the recall for the TIPM on Dodge Durangoâ€˜s and Jeep Cherokee. My question is why isnâ€™t the recall for the 2011 Town and Country which many people are having the same issue. I believe this should be a recall part so Chrysler do the right thing and call recalls for the tipm before it causes any damage or death. You know itâ€™s a problem so do the right thing. FIX THE TIPM PROBLEM!!!!","['tipm', 'replac', 'suburban', 'chrysler', 'dodg', 'jeep', 'ram', 'garden', 'citi', 'michigan', 'first', 'brought', '2011', 'town', 'countri', 'normal', 'place', 'take', 'car', 'replac', 'cam', 'sensor', '180', 'wasnât', 'problem', 'told', 'us', 'take', 'dealership', 'van', 'would', 'turn', 'turn', 'wouldnât', 'start', 'iâv', 'heard', 'recal', 'tipm', 'dodg', 'durangoâ', 'jeep', 'cheroke', 'question', 'isnât', 'recal', '2011', 'town', 'countri', 'mani', 'peopl', 'issu', 'believ', 'recal', 'part', 'chrysler', 'right', 'thing', 'call', 'recal', 'tipm', 'caus', 'damag', 'death', 'know', 'itâ', 'problem', 'right', 'thing', 'fix', 'tipm', 'problem']"
Jun 08,2021,Town & Country Touring 3.6L 6cy,TIPM Failure. Would Not Start,"118,000 miles","My car stalled out and died when i was at a stoplight yesterday.It constantly had the doors opening and closing, and the alarm going off all hours of the night. It never wants to start and sputters and sputters. We've had the issue since we got it 4 years ago.","['car', 'stall', 'die', 'stoplight', 'yesterdayit', 'constantli', 'door', 'open', 'close', 'alarm', 'go', 'hour', 'night', 'never', 'want', 'start', 'sputter', 'sputter', 'weve', 'issu', 'sinc', 'got', '4', 'year', 'ago']"
Jan 26,2021,Town & Country Touring 3.6L V6,TIPM Failure. Would Not Start,"137,414 miles",Failure of TIPM. The inner relay for fuel pump works intermittently or not at all. The car will not start. This failure of the TIPM has also resulted in damage to the fuel pump and has rendered it broken.,"['failur', 'tipm', 'inner', 'relay', 'fuel', 'pump', 'work', 'intermitt', 'car', 'start', 'failur', 'tipm', 'also', 'result', 'damag', 'fuel', 'pump', 'render', 'broken']"
Dec 29,2020,Town & Country Touring-L 3.2L V6,TIPM Failure. Would Not Start,"99,891 miles","Hello Minivan Team, This is the second time it happened to me. First was on 8-26-17, when I had to spend a crazy amount of money to replace the Alternator and came back to the road. Now on 12-29-20, the same issue and the same crazy amount of money $1707.51. This... it's just not right.","['hello', 'minivan', 'team', 'second', 'time', 'happen', 'first', '82617', 'spend', 'crazi', 'amount', 'money', 'replac', 'altern', 'came', 'back', 'road', '122920', 'issu', 'crazi', 'amount', 'money', '170751', 'right']"
May 02,2020,Town & Country V6,TIPM Failure. Would Not Start,"125,000 miles","This is the second time and irs only been 50,000 miles since I got the car. Why canâ€™t Chrysler make a decent part? I want restitution!","['second', 'time', 'ir', '50000', 'mile', 'sinc', 'got', 'car', 'canât', 'chrysler', 'make', 'decent', 'part', 'want', 'restitut']"
Oct 28,2017,Town & Country,TIPM Failure. Would Not Start,"100,000 miles",Chrysler really needs to step up and take care of this TIPM issue. My van is so nice and it is terrible to think that this one thing has caused so many issues.,"['chrysler', 'realli', 'need', 'step', 'take', 'care', 'tipm', 'issu', 'van', 'nice', 'terribl', 'think', 'one', 'thing', 'caus', 'mani', 'issu']"
Aug 11,2019,Town & Country V6,TIPM Failure. Would Not Start,"93,500 miles","TIPM failure resulted in being stuck an extra night near Ottawa, ON Canada, while on vacation from Cincinnati. Cost an extra night of hotel plus towing plus an hour of diagnostic testing by Canadian Tire. Testing verified alternator, starter, battery all in great condition, and symptoms exactly match defective TIPM, particularly a fuel relay defect. Car stalled while driving away from Canadian Tire. Car continued to fail to start on first attempt under any condition. Found it has been possible to start on 3rd attempt, only if transmission is in Neutral. Extremely stressful to be about 850 miles from home and across an international border with a car that can't be relied on. Tried calling numerous Chrysler/Dodge/Jeep dealers as well as independent repair shops, none had availability to even attempt to replace the TIPM within 10 days. Was advised TIPM can't be DIY replaced either due to need for programming. Chrysler should DEFINITELY have an ""emergency"" classification that lets people who are stranded far from home get urgent priority for this repair!!","['tipm', 'failur', 'result', 'stuck', 'extra', 'night', 'near', 'ottawa', 'canada', 'vacat', 'cincinnati', 'cost', 'extra', 'night', 'hotel', 'plu', 'tow', 'plu', 'hour', 'diagnost', 'test', 'canadian', 'tire', 'test', 'verifi', 'altern', 'starter', 'batteri', 'great', 'condit', 'symptom', 'exactli', 'match', 'defect', 'tipm', 'particularli', 'fuel', 'relay', 'defect', 'car', 'stall', 'drive', 'away', 'canadian', 'tire', 'car', 'continu', 'fail', 'start', 'first', 'attempt', 'condit', 'found', 'possibl', 'start', '3rd', 'attempt', 'transmiss', 'neutral', 'extrem', 'stress', '850', 'mile', 'home', 'across', 'intern', 'border', 'car', 'cant', 'reli', 'tri', 'call', 'numer', 'chryslerdodgejeep', 'dealer', 'well', 'independ', 'repair', 'shop', 'none', 'avail', 'even', 'attempt', 'replac', 'tipm', 'within', '10', 'day', 'advis', 'tipm', 'cant', 'diy', 'replac', 'either', 'due', 'need', 'program', 'chrysler', 'definit', 'emerg', 'classif', 'let', 'peopl', 'strand', 'far', 'home', 'get', 'urgent', 'prioriti', 'repair']"
