,pdate,pdate 2,marka,cheader,cheader 2,comments
28,Aug 14,2013,Outback,Excessive Oil Consumption,"4,300 miles","['bought', 'subaru', 'new', 'dealer', 'doyle', 'subaruchevolet', 'websternew', 'york', 'playing', 'game', 'come', '100000', 'mile', 'warranty', 'reach', '5', 'year', 'ever', 'come', 'first', 'carry', 'oil', 'never', 'know', 'oil', 'pressure', 'light', 'come', 'add', 'oil', 'must', 'check', 'regularly', 'start', 'trip', 'plan', 'drive', '30', 'mile', 'drop', '2', 'quart', 'last', 'time', 'went', 'dealership', 'messed', 'oil', 'pressure', 'light', 'come', 'mean', 'regular', 'check', 'oil', 'part', 'local', 'garage', 'keeping', 'record', 'car', 'get', 'dealer', 'oil', 'change', 'warranty', 'subaru', '9', 'family', 'outback', 'two', 'legacy', 'never', 'oil', 'usage', 'problem', 'take', 'road', '275000', 'mile', 'expect', 'last', '2013', '61453', 'mile', 'called', 'travel', 'around', 'new', 'york', 'state', 'pa', 'ohio', 'hauling', 'load', 'show', 'rabbit', 'different', 'show', 'local', 'expect', 'keep', 'much', 'beyond', '100000', 'mile', 'unless', 'subaru', 'step', 'admits', 'problem', 'solves', 'subaru', '10', 'depend', 'solve', 'problem', '9', 'next', '3', 'year', 'dump', 'vehicle', 'look', 'another', 'brand', 'trust', 'dealer', 'independent', 'garage', 'watching', 'oil', 'usage', 'keeping', 'record', 'needed', 'sue', 'subaru', 'repair', 'needed', 'engine']"
29,May 15,2015,Outback Premium 2.5L,Excessive Oil Consumption,"70,000 miles","['beef', 'bought', 'car', 'subaru', 'already', 'knew', 'issue', 'problem', 'brought', 'attention', '10k', 'warranty', 'subaru', 'america', 'exactly', 'nothing', 'help', 'love', 'love', 'one', 'way', 'street', 'dealing', 'subaru', 'america', 'shameful', 'extended', 'warranty', 'company', 'put', 'used', 'junk', 'yard', 'motor', 'subaru', 'america', 'call', 'manufactured', 'two', 'week', 'burnt', 'thru', 'almost', 'oil', 'remanufactured', 'worse', 'original', 'one', 'repair', '500', 'dollar', 'multiple', 'visit', 'dealer', 'month', 'car', 'recommendation', 'anyone', 'asks', 'steer', 'clear', 'disaster', 'tell', 'many', 'hour', 'phone', 'subaru', 'along', 'missed', 'time', 'work', 'bad', 'feeling', 'used', 'feel', 'good', 'saw', 'soobs', 'driving', 'feel', 'bad', 'owner', 'want', 'get', 'rolling', 'piece', 'junk', 'fixed', 'trade', 'different', 'manufacturer', 'summer', 'subaru', 'subaru', 'summer', 'buyer', 'beware']"
30,Jun 01,2015,Outback 2.5I 2.5L,Excessive Oil Consumption,"35,000 miles","['purchased', 'two', 'subaru', 'outback', '2013', '2014', '2013', 'check', 'engine', 'oil', 'light', '35000', 'mile', 'added', '1', 'qt', 'took', 'car', 'dealer', 'oil', 'consumption', 'test', 'dealership', 'recommends', 'return', 'driving', '10001200', 'mile', 'however', 'oil', 'level', 'indicated', '50', 'overfill', 'oil', 'change', 'occurred', 'return', 'first', 'consumption', 'test', 'monitored', 'home', 'level', 'dropped', 'empty', '30003500', 'mile', 'back', 'dealer', 'repeat', 'consumption', 'test', 'oil', 'level', 'overfilled', '50', 'talked', 'service', 'manager', 'explained', 'result', 'oil', 'elsewhere', 'int', 'engine', 'settling', 'time', 'however', 'checked', 'driving', 'hour', 'rest', 'level', 'unchanged', 'previous', 'vehicle', 'previous', 'oil', 'change', 'service', 'technician', 'always', 'showed', 'dipstick', 'level', 'full', 'following', 'change', 'indicate', 'amount', 'added', 'appropriatethe', 'salesperson', 'dealership', 'acknowledged', '2013', 'outback', 'piston', 'ring', 'manufactured', 'specification', 'bar', 'repair', 'high', 'difficult', 'time', 'trusting', 'dealership', 'two', 'deceptive', 'service', 'purchased', 'outback', 'intention', 'making', '10yr', 'car', 'excessive', 'oil', 'consumption', 'concern', 'engine', 'longevity', 'two', 'pending', 'class', 'action', 'lawsuit', 'regarding', 'oil', 'consumption', 'problem', 'problem', 'subaru', 'acknowledgewill', 'never', 'consider', 'purchase', 'subaru', 'future', 'talked', 'many', 'friend', 'family', 'purchasing', 'brand']"
31,Aug 11,2015,Outback 3.6L,Excessive Oil Consumption,"51,000 miles","['brought', 'subaru', 'outback', 'every', '4k', 'mile', 'oil', 'change', 'scheduled', 'dealer', 'yes', 'know', 'synthetic', 'oil', 'last', 'longer', 'anyway', 'free', 'oil', 'change', 'started', 'change', 'oil', 'checking', 'oil', 'water', 'etc', 'found', 'car', 'needing', 'qt', 'added', 'took', 'another', 'dealer', 'oil', 'change', 'check', 'oil', 'car', 'went', 'away', '12', 'qt', 'low', 'course', 'filled', 'correct', 'level', 'picked', 'adding', 'oil', 'next', 'oil', 'change', 'googled', 'oil', 'consumption', 'went', 'regular', 'dealer', 'oil', 'consumption', 'test', 'startedat', '1200', 'mile', 'bit', '13', 'qt', 'low', 'video', 'taped', 'crappy', 'service', 'rep', 'looked', 'dip', 'stick', 'hope', 'final', 'nail', 'dismissal', 'letter', 'anyway', 'went', 'another', 'rep', 'told', '13', 'warranted', 'engine', 'block', 'ordered', 'consumption', 'test', 'waited', 'week', 'calling', 'update', 'block', 'never', 'ordered', 'spoke', 'service', 'manager', 'said', 'test', 'completed', 'told', 'look', 'first', 'line', 'test', 'said', 'low', 'order', 'block', 'also', 'told', 'level', '250', 'mile', 'later', 'middle', 'dot', 'dip', 'stick', 'could', 'hear', 'valve', 'knocking', 'also', 'told', 'twit', 'never', 'added', 'oil', 'bring', 'level', 'back', 'wanted', 'drive', 'car', 'thing', 'blew', 'say', 'soyou', 'recorded', 'short', 'tale', 'bring', 'car', 'back', 'loaner', 'forrester', 'drive', '23', 'week', 'car', 'repairedi', 'also', 'mentione', 'service', 'manager', '36', 'normal', 'complaint', '25', 'said', 'correct', 'wonder', 'many', '36', 'engine', 'owner', 'oil', 'changed', 'frequently', 'never', 'realized', 'engine', 'problem', 'warranty', 'never', 'heard', 'anine', 'statement', 'normal', 'oil', 'consumption', '16', 'year', 'old', 'durango', 'never', 'consumed', 'drop', 'oil', 'changesim', 'going', 'monitor', 'site', 'see', 'find', 'another', '36', 'report', 'problem']"
32,Jun 15,2013,Outback 2.5L,Excessive Oil Consumption,"15,003 miles","['wife', 'wanted', 'outback', 'mechanic', 'could', 'always', 'tell', 'subaru', 'coming', 'due', 'common', 'part', 'failure', 'caused', 'car', 'make', 'distinctive', 'sound', 'well', 'looked', 'car', 'drove', 'impressed', 'second', 'oil', 'change', 'every', 'three', 'thousand', 'mile', 'need', 'add', 'quarti', 'called', 'dealer', 'informed', 'within', 'tolerance', 'told', 'f150', 'go', '10k', 'oil', 'change', 'use', 'drop', 'oil', 'could', 'dealer', 'oil', 'change', 'bring', 'every', '500', 'mile', 'check', 'consumption', 'great', 'fix', 'sound', 'like', 'band', 'aidthe', 'car', '65k', 'wife', 'lot', 'driving', 'replaced', 'original', 'tire', '55k', 'rotated', 'every', '7500', 'mile', 'going', 'change', 'plug', '67k', 'front', 'padswell', 'buying', 'another', 'subaru', 'feel', 'oil', 'consumption', 'unacceptable', 'like', 'started', 'building', 'engine', 'oh', 'also', 'sound', 'like', 'marble', 'drive', 'near', 'wall', 'divider', 'using', 'regular', 'gas', 'owner', 'manual', 'indicates', 'car', 'sound', 'like', 'pinging']"
33,Oct 01,2014,Outback,Excessive Oil Consumption,"30,000 miles","['first', 'last', 'subaru', 'found', 'hard', 'way', 'engine', 'burn', 'oil', 'subaru', 'tried', 'tell', 'normal', 'consumption', 'burn', '13', 'quart', 'oil', 'per', '1200', 'mile', 'would', 'mean', 'could', 'adding', '2', 'quart', 'oil', 'oil', 'change', 'would', 'considered', 'normal', 'pleasant', 'experience', 'dealership', 'moment', 'brought', 'oil', 'loss', 'stone', 'walled', 'requesting', 'information', 'treated', 'like', 'leper', 'ever', 'since', 'best', 'thing', 'trade', 'car', 'loss', 'next', 'best', 'thing', 'let', 'replace', 'engine', 'block', 'brand', 'new', 'car', 'never', 'run', 'also', 'read', 'problem', 'persists', 'even', 'fix', 'worst', 'possible', 'outcome', 'consumes', 'limit', 'set', 'subaru', 'cant', 'get', 'problem', 'fixed', 'get', 'feed', 'oil', 'car', 'warranty', 'get', 'start', 'replacing', 'o2', 'sensor', 'spark', 'plug', 'catalytic', 'converter', 'like', 'band', 'aid', 'mention', 'dirty', 'combustion', 'chamber', 'fouled', 'valve', 'seat', 'decreased', 'gas', 'mileagei', 'talked', 'wife', 'buying', 'car', 'told', '300000', 'mile', 'carit', 'need', 'new', 'engine', 'block', '40000', 'mile', 'common']"
34,Jul 31,2014,Outback 4 Door Wagon 2.5L I,Excessive Oil Consumption,"37,527 miles","['took', 'car', 'oil', 'consumption', 'test', 'car', 'driven', '1157', 'mile', 'since', 'last', 'oil', 'change', 'consumed', '04', 'quart', 'oil', 'told', 'oil', 'consumption', 'good', 'newswell', 'within', 'specification', 'also', 'told', 'oil', 'consumption', 'test', 'done', '1200', 'mile', 'since', 'taking', '3000', 'mile', 'trip', 'next', 'week', 'started', 'return', 'asked', 'could', 'done', 'dealership', 'along', 'way', 'told', 'technician', 'time', 'asked', 'copy', 'test', 'refused', 'leave', 'gave', 'unsigned', 'intend', 'go', 'back', 'morning', 'ask', 'service', 'manager', 'josh', 'frick', 'tom', 'wood', 'subaru', 'indianapolis', 'indiana', 'sign', 'wish', 'luck', 'onenevertheless', 'mislead', 'following', 'hard', 'copy', 'consolidated', 'engine', 'oil', 'consumption', 'test1', 'nothing', 'state', 'done', 'exactly', '1200', 'mile', 'fact', 'specific', 'set', 'instruction', 'calculate', 'mileage', 'thus', 'converting', '1200', 'mile', 'story', 'start', 'test', 'every', 'time', 'dont', 'get', 'right', 'time', 'untrue2', 'nothing', 'technician', 'dealership', 'oil', 'consumption', 'test3', 'specification', 'failed', 'testi', 'contacted', 'bbb', 'angies', 'list', 'wish', 'tv', 'investigative', 'reporter', 'since', 'live', 'south', 'factory', 'beast', 'manufactured', 'lafayette', 'dont', 'think', 'going', 'get', 'local', 'supportthe', 'factory', 'dealership', 'make', 'big', 'deal', 'green', 'yet', 'car', 'manufacture', 'burning', 'lot', 'oil', 'chemical', 'content', 'synthetic', 'oil', 'burning', 'ask', 'one', 'grandson', 'get', 'carsick', 'car', 'honda', 'somebody', 'help', 'u']"
35,Feb 10,2009,Cooper S 1.6L,Water On Floor Shorted Out Wiring Harness,"110,000 miles","['apparently', 'bum', 'seal', 'sunroof', 'caused', 'water', 'leak', 'apillar', 'soak', 'carpet', 'destroy', 'wiring', 'harness', '4000', 'estimate', 'fix', 'could', 'buy', 'cherokee', 'w', '200k', 'mile', 'relatively', 'good', 'shape', '2000', 'guess', 'went', 'mini', 'blast', 'run', 'theyll', '139', 'light', 'headwind', 'handle', 'like', 'gocart', 'electrical', 'system', 'overly', 'complicated', 'nothing', 'problem', 'old', 'day', 'time', 'longlongago', 'could', 'fix', 'electrical', 'problem', 'good', 'multimeter', 'wire', 'stripper', 'anything', 'go', 'wrong', 'take', 'asshole', 'dealer', 'advice', 'dont', 'buy', 'anything', 'electrical', 'system', 'requires', '1', 'ecu', 'relies', 'canbus', 'unless', 'really', 'hot', 'warranty', 'afford', 'drop', 'minimum', '1500', 'repair', 'bill', 'youre', 'screwed']"
36,Feb 18,2005,Cooper 2 Door Hatchbac,Water On Floor Shorted Out Wiring Harness,"18,000 miles","['area', 'hit', 'bad', 'ice', 'storm', 'car', 'covered', 'ice', 'window', 'sun', 'roof', 'closed', 'storm', 'initially', 'window', 'sun', 'roof', 'would', 'operate', 'covered', 'thick', 'coating', 'ice', 'ice', 'cleared', 'drove', 'car', 'wet', 'road', 'upon', 'returning', 'home', 'discovered', 'water', 'floor', 'back', 'seat', 'passanger', 'side', 'car', 'dealership', 'notified', 'said', 'let', 'car', 'dry', 'think', 'would', 'problem', 'however', 'several', 'week', 'later', 'car', 'developed', 'electrical', 'problem', 'radio', 'power', 'window', 'would', 'work', 'car', 'taken', 'dealership', 'said', 'electrical', 'problem', 'result', 'water', 'car', 'claim', 'water', 'leaked', 'wiring', 'harness', 'floor', 'car', 'entire', 'system', 'need', 'replaced', 'cost', '4000', 'insisted', 'door', 'properly', 'sealed', 'way', 'water', 'could', 'entered', 'car', 'window', 'left', 'open', 'however', 'dead', 'winter', 'reason', 'window', 'indication', 'water', 'spot', 'seat', 'wall', 'ceiling', 'car', 'positive', 'water', 'leaked', 'another', 'unknown', 'source', 'also', 'stunned', 'water', 'floor', 'could', 'cause', 'electrical', 'failure', 'consider', 'design', 'flaw', 'mini', 'cooper', 'car', 'dealership', 'refuse', 'cover', 'damage', 'even', 'though', 'car', 'warranty', 'insist', 'left', 'window', 'open', 'therefore', 'negligence', 'cant', 'disprove', 'allegation', 'even', 'though', 'know', 'wrong']"
37,Feb 14,2005,Cooper 2 Door Hatchbac,Water On Floor Shorted Out Wiring Harness,"18,000 miles","['area', 'hit', 'bad', 'ice', 'storm', 'car', 'covered', 'ice', 'window', 'sun', 'roof', 'closed', 'storm', 'initially', 'window', 'sun', 'roof', 'would', 'operate', 'covered', 'thick', 'coating', 'ice', 'ice', 'cleared', 'drove', 'car', 'wet', 'road', 'upon', 'returning', 'home', 'discovered', 'water', 'floor', 'back', 'seat', 'passanger', 'side', 'car', 'dealership', 'notified', 'said', 'let', 'car', 'dry', 'think', 'would', 'problem', 'however', 'several', 'week', 'later', 'car', 'developed', 'electrical', 'problem', 'radio', 'power', 'window', 'would', 'work', 'car', 'taken', 'dealership', 'said', 'electrical', 'problem', 'result', 'water', 'car', 'claim', 'water', 'leaked', 'wiring', 'harness', 'floor', 'car', 'entire', 'system', 'need', 'replaced', 'cost', '4000', 'insisted', 'door', 'properly', 'sealed', 'way', 'water', 'could', 'entered', 'car', 'window', 'left', 'open', 'however', 'dead', 'winter', 'reason', 'window', 'indication', 'water', 'spot', 'seat', 'wall', 'ceiling', 'car', 'positive', 'water', 'leaked', 'another', 'unknown', 'source', 'also', 'stunned', 'water', 'floor', 'could', 'cause', 'electrical', 'failure', 'consider', 'design', 'flaw', 'mini', 'cooper', 'car', 'dealership', 'refuse', 'cover', 'damage', 'even', 'though', 'car', 'warranty', 'insist', 'left', 'window', 'open', 'therefore', 'negligence', 'cant', 'disprove', 'allegation', 'even', 'though', 'know', 'wrong']"
38,Apr 10,2012,Silverado LT 5.3L Vortec,Knocking Noise From Engine,"135,496 miles","['well', 'waited', '3years', 'picky', 'trying', 'find', 'truck', 'know', 'meanso', 'finally', 'found', 'oneit', 'right', 'yearext', 'cab', 'hunting', 'color', 'perfectso', 'thought', 'put', '10000miles', 'flicking', 'thing', 'louder', 'buddy', 'power', 'stroke', 'start', 'doesnt', 'matter', 'temp', 'sideit', 'sound', 'like', 'vary', 'disappointed', 'soil', 'dealer', 'tried', 'different', 'thing', 'far', 'oil', 'filter', 'plugsnow', 'im', 'havering', 'hard', 'time', 'alignment', 'tire', 'wear', 'replaced', 'upper', 'lower', 'ball', 'joint', 'tie', 'rod', 'end', 'everything', 'fixed', 'prob', 'resultsan', 'late', 'iv', 'trying', 'use', 'heater', 'defrost', 'nothing', 'cold', 'air', 'mean', 'come', '10', 'min', 'warm', 'time', 'thing', 'cook', 'steak', 'notim', 'vary', 'happy', 'put', 'lot', 'time', 'energymoney', 'finding', 'perfect', 'truck', 'month', 'hope', 'get', 'figured', 'cover', 'loss', 'buy', 'real', 'truck', 'less', 'bullshit', 'factory', 'support', 'fricking', 'pride', 'company', 'fix', 'customer', 'said', 'bitch', 'lol']"
39,Mar 30,2007,Silverado LX Vortec5300 V8,Knocking Noise From Engine,"50,000 miles","['seems', 'gm', 'chevy', 'silverado', 'truck', 'owner', 'problem', 'engine', 'knocking', 'want', 'know', 'anybody', 'heard', 'chevy', 'attend', 'situation', 'apparently', 'live', 'oh', 'already', 'replace', 'whole', 'damn', 'brake', 'line', 'rotted', 'repl', 's', 'line', 'trouble', 'fuel', 'system', '157000', 'mile', 'record', 'start', 'bought', 'truck', 'new', 'bitch', 'complain', 'yet', 'still', 'havent', 'heard', 'chevy', 'please', 'let', 'know', 'ive', 'complained', 'year', 'laugh', 'face', 'happy', 'trail']"
40,Mar 11,2010,Silverado LT 5.3L,Knocking Noise From Engine,"130,000 miles","['engine', 'started', 'knocking', 'progressively', 'gotten', 'worse', 'read', 'complaint', 'believe', 'due', 'oil', 'pump', 'something', 'along', 'line', 'say', 'first', 'began', 'could', 'start', 'truck', 'would', 'noise', '20', 'second', 'would', 'sound', 'like', 'lifter', 'pumped', 'oil', 'another', '10', 'second', 'would', 'pump', 'back', 'getting', 'louder', 'start', 'soon', 'start', 'truck', 'louder', 'owned', 'chevrolet', 'vehicle', 'probably', '35', 'year', 'last', 'really', 'piss', 'company', 'know', 'problem', 'fix', 'two', 'problem', 'know', 'many', 'folk', 'passenger', 'window', 'motor', 'going', 'rear', 'brake', 'well', 'rarely', 'ever', 'used', 'passenger', 'window', 'replaced', 'additionally', 'used', 'emergency', 'brake', '3', '4', 'time', 'back', 'brake', 'went', 'said', 'lack', 'use', 'come']"
41,Feb 03,2000,Silverado LS 6.0L,Knocking Noise From Engine,0 miles,"['2000', 'k2500', '60l', '5sp', 'manual', 'truck', 'made', 'knocking', 'noise', 'day', 'one', 'several', 'minute', 'first', 'start', '60k', 'mile', 'make', 'noise', 'always', 'changed', 'oil', '3000', 'mile', 'extended', 'mileage', 'frame', 'filter', 'better', 'use', '15w45', 'mobile', 'one', 'synthetic', 'oil', 'added', 'half', 'bottle', 'hyperlube', 'zinc', 'replacement', 'quieted', 'little', 'bit', 'never', 'let', 'good', 'truck', 'despite', 'noise']"
42,Jun 09,2011,Silverado LX 5.3L V8,Knocking Noise From Engine,"150,000 miles","['chevy', 'need', 'recall', '53', 'l', 'v8s', '6l', 'v8', 'engine', 'noies', 'start', 'going', 'require', 'complete', 'engine', 'replacement']"
43,Oct 01,2009,Silverado LS 6.0L V8,Knocking Noise From Engine,"198,000 miles","['engine', 'made', 'terrible', 'knocking', 'noise', 'cold', 'sounded', 'like', 'poorly', 'performing', 'diesel', 'engine', 'honest', 'fix', 'complete', 'rebuild', 'read', 'ton', 'forum', 'discussing', 'problem', 'thought', 'piston', 'slap', 'low', 'oil', 'pressure', 'checked', 'clearance', '200000', 'mile', 'cylinder', 'even', '0001', 'spec', 'piston', 'slap', 'issue', 'rebuild', 'got', 'new', 'piston', 'new', 'bearing', 'bored', 'cylinder', 'low', 'oil', 'pressure', 'poor', 'oil', 'pressure', 'bought', 'truck', 'something', 'like', '4550psi', 'hot', 'pressure', 'would', 'get', 'higher', 'truck', 'warmed', 'day', 'baffle', 'correct', 'oil', 'pressure', 'rebuild', 'put', 'high', 'volume', 'slp', 'camaro', 'oil', 'pump', '80psi', 'cold', '60psi', 'hot', 'idle', 'rebuild', 'lick', 'knock', 'bought', 'truck', '167000miles', 'thought', 'nothing', 'issue', '2004', '53l', 'started', '145000', 'well', 'confident', 'issue', 'related', 'specifically', 'l', 'based', 'vortec', 'family', 'engine']"
